dateTime,Humidity_%,Latitude,Longitude,PM1.0_CF1_ug/m3,PM10.0_CF1_ug/m3,PM2.5_ATM_ug/m3,PM2.5_CF1_ug/m3,Pressure_hpa,RSSI_dbm,Temperature_F,UptimeMinutes,date,hour,index,location,location_type
2020-02-17 20:00:00-08:00,62.77,37.737297999999996,-122.436299,4.57,9.17,8.03,8.03,,-81.3,55.63,46006.0,2020-02-18,04:00:00,,CONRAD ,outside 
2020-02-17 21:00:00-08:00,31.17,37.790083,-122.42756200000001,0.56,2.1,1.46,1.46,,-73.97,77.0,14705.0,2020-02-18,05:00:00,,CalOctaviaOutside ,outside 
2020-02-17 22:00:00-08:00,56.43,37.769415,-122.435321,6.61,17.67,12.97,12.97,,-72.77,55.8,4797.0,2020-02-18,06:00:00,,27 Scott ,outside 
2020-02-17 23:00:00-08:00,53.77,37.751262,-122.40805900000001,6.78,18.4,13.64,13.64,,-74.53,59.47,36859.0,2020-02-18,07:00:00,,46 Hours ,outside 
2020-02-18 00:00:00-08:00,39.47,37.737297999999996,-122.436299,4.25,7.06,6.51,6.51,,-71.87,59.5,46247.0,2020-02-18,08:00:00,,CONRAD ,outside 
2020-02-18 01:00:00-08:00,48.93,37.757838,-122.41958000000001,7.99,14.24,13.2,13.2,,-45.7,58.67,19229.0,2020-02-18,09:00:00,,San Carlos St. ,outside 
2020-02-18 02:00:00-08:00,61.6,37.804488,-122.403136,7.1,14.53,11.6,11.6,,-72.4,57.03,9968.0,2020-02-18,10:00:00,,RoundhouseOne ,outside 
2020-02-18 03:00:00-08:00,80.43,37.751396,-122.436945,4.01,8.38,6.84,6.84,,-57.5,51.67,25929.0,2020-02-18,11:00:00,,24th and Diamond ,outside 
2020-02-18 04:00:00-08:00,46.17,37.745421,-122.42458799999999,4.19,8.2,7.13,7.13,,-54.0,54.03,42237.0,2020-02-18,12:00:00,,Dolores and 28th ,outside 
2020-02-18 05:00:00-08:00,26.47,37.762306,-122.454752,0.44,1.21,0.96,0.96,,-75.73,59.43,37061.0,2020-02-18,13:00:00,,Edgewood ,outside 
2020-02-18 06:00:00-08:00,93.0,37.772098,-122.442392,1.73,2.8,2.35,2.35,,-70.7,74.0,65776.0,2020-02-18,14:00:00,,Lyon and Page ,outside 
2020-02-18 07:00:00-08:00,56.2,37.740306,-122.40984099999999,3.61,5.99,5.46,5.46,,-70.4,53.2,375.0,2020-02-18,15:00:00,,Ski Bernal ,outside 
2020-02-18 08:00:00-08:00,57.2,37.722417,-122.439245,14.48,28.03,25.79,25.81,,-71.53,42.23,64741.0,2020-02-18,16:00:00,,#SFAQ10 ,outside 
2020-02-18 09:00:00-08:00,29.13,37.727878000000004,-122.46308799999998,0.59,1.32,1.12,1.12,,-72.77,60.43,27071.0,2020-02-18,17:00:00,,Mt. Davidson Manor ,outside 
2020-02-18 10:00:00-08:00,14.73,37.787307,-122.417252,3.8,5.47,5.03,5.03,,-60.53,73.57,1035.0,2020-02-18,18:00:00,,930 Post ,outside 
2020-02-18 11:00:00-08:00,19.63,37.757838,-122.41958000000001,1.8,2.93,2.76,2.76,,-47.27,66.03,19829.0,2020-02-18,19:00:00,,San Carlos St. ,outside 
2020-02-18 12:00:00-08:00,25.17,37.788548,-122.488731,1.05,2.75,2.08,2.08,,-88.93,74.73,26035.0,2020-02-18,20:00:00,,Sea Cliff Avenue ,outside 
2020-02-18 13:00:00-08:00,,37.774009,122.415481,1.0,1.69,1.52,1.52,1014.57,,,18562.67,2020-02-18,21:00:00,,Western SoMa ,Outside B 
2020-02-18 14:00:00-08:00,17.33,37.750941,122.42031200000001,1.33,3.11,2.47,2.47,,-80.4,72.2,8651.0,2020-02-18,22:00:00,,Synergy School ,outside 
2020-02-18 15:00:00-08:00,21.5,37.757838,-122.41958000000001,2.22,3.97,3.63,3.63,,-48.8,70.93,20069.0,2020-02-18,23:00:00,,San Carlos St. ,outside 
2020-02-18 16:00:00-08:00,35.93,37.762306,-122.454752,2.33,5.01,4.08,4.08,,-75.93,62.73,37721.0,2020-02-19,00:00:00,,Edgewood ,outside 
2020-02-18 17:00:00-08:00,36.3,37.75213,-122.46557299999999,3.21,5.44,4.76,4.76,,-59.77,64.33,69277.0,2020-02-19,01:00:00,,Golden Gate Heights ,outside 
2020-02-18 18:00:00-08:00,44.53,37.765603999999996,-122.441907,3.17,8.57,6.38,6.38,,-82.7,60.13,8469.0,2020-02-19,02:00:00,,Buena Vista ,outside 
2020-02-18 19:00:00-08:00,45.7,37.77074,-122.4308,3.9,9.64,7.6,7.6,,-63.13,59.83,40863.0,2020-02-19,03:00:00,,132 Germania St ,outside 
2020-02-18 20:00:00-08:00,46.03,37.757645000000004,122.44283999999999,2.35,5.31,4.32,4.32,,-65.27,61.2,26707.0,2020-02-19,04:00:00,,25 Short Street _ Kite Hill ,exterior 
2020-02-18 21:00:00-08:00,60.97,37.745421,-122.42458799999999,3.84,12.11,8.72,8.73,,-56.67,55.63,43257.0,2020-02-19,05:00:00,,Dolores and 28th ,outside 
2020-02-18 22:00:00-08:00,100.0,37.754071,-122.411868,2.36,5.64,4.9,4.9,,-59.6,55.53,21803.0,2020-02-19,06:00:00,,The Mission_ Clean Air is Hip ,outside 
2020-02-18 23:00:00-08:00,58.5,37.783122,122.44283999999999,3.32,8.3,6.92,6.92,,-68.25,60.75,8821.0,2020-02-19,07:00:00,,Civic Center,ish 
2020-02-19 00:00:00-08:00,67.93,37.756303,-122.42136599999999,4.13,10.7,7.58,7.58,,-78.07,53.53,21271.0,2020-02-19,08:00:00,,Hill St - Valencia ,outside 
2020-02-19 01:00:00-08:00,56.47,37.758468,-122.40841999999999,2.6,7.52,5.36,5.36,,-59.73,57.03,55253.0,2020-02-19,09:00:00,,York Street ,outside 
2020-02-19 02:00:00-08:00,57.9,37.78119,-122.476532,3.72,7.5,6.19,6.19,,-61.13,58.13,24185.0,2020-02-19,10:00:00,,17th Ave ,outside 
2020-02-19 03:00:00-08:00,,37.757645000000004,122.44283999999999,2.6,9.1,6.57,6.57,674.77,,,19157.87,2020-02-19,11:00:00,,25 Short Street _ Kite Hill ,exterior B 
2020-02-19 04:00:00-08:00,68.07,37.751562,-122.50442,3.4,8.15,7.04,7.04,,-55.73,56.47,34756.0,2020-02-19,12:00:00,,45th Ave-MR ,outside 
2020-02-19 05:00:00-08:00,50.4,37.747370000000004,-122.41321299999998,3.11,7.84,5.72,5.72,,-60.03,-229.0,20909.0,2020-02-19,13:00:00,,Precita Park ,outside 
2020-02-19 06:00:00-08:00,58.0,37.758468,-122.40841999999999,2.94,8.09,5.69,5.69,,-59.93,53.97,55553.0,2020-02-19,14:00:00,,York Street ,outside 
2020-02-19 07:00:00-08:00,60.33,37.757838,-122.41958000000001,4.67,8.82,7.93,7.93,,-45.23,54.03,21029.0,2020-02-19,15:00:00,,San Carlos St. ,outside 
2020-02-19 08:00:00-08:00,51.43,37.732328,-122.443274,3.26,7.96,6.14,6.14,,-76.23,61.87,14005.0,2020-02-19,16:00:00,,Joost-by-the-Congo ,outside 
2020-02-19 09:00:00-08:00,,37.750941,122.42031200000001,6.87,15.87,12.52,12.52,1018.09,,,19045.33,2020-02-19,17:00:00,,Synergy School ,outside B 
2020-02-19 10:00:00-08:00,90.17,37.757645000000004,122.44283999999999,7.08,14.15,11.68,11.68,,-66.67,60.2,27547.0,2020-02-19,18:00:00,,25 Short Street _ Kite Hill ,exterior 
2020-02-19 11:00:00-08:00,32.9,37.747370000000004,-122.41321299999998,5.53,11.25,8.9,8.9,,-60.47,-229.0,21269.0,2020-02-19,19:00:00,,Precita Park ,outside 
2020-02-19 12:00:00-08:00,29.77,37.804488,-122.403136,6.19,11.81,9.7,9.7,,-73.93,79.4,12008.0,2020-02-19,20:00:00,,RoundhouseOne ,outside 
2020-02-19 13:00:00-08:00,46.05,37.742314,-122.473698,4.78,9.24,8.32,8.32,,-70.8,65.75,3396.7,2020-02-19,21:00:00,,Taraval 17th ,outside 
2020-02-19 14:00:00-08:00,36.0,37.749031,-122.44264299999999,5.67,12.05,9.24,9.32,,-75.33,73.93,26633.0,2020-02-19,22:00:00,,Upper Noe Valley ,outside 
2020-02-19 15:00:00-08:00,27.93,37.759478,-122.38942,4.52,10.48,8.05,8.05,,-52.0,81.0,4487.0,2020-02-19,23:00:00,,Dogpatch_Digs_SFAQ25 ,outside 
2020-02-19 16:00:00-08:00,87.57,37.74154,-122.415075,3.96,9.43,7.47,7.47,,-55.63,67.73,28807.0,2020-02-20,00:00:00,,Bernal Heights ,outside 
2020-02-19 17:00:00-08:00,52.7,37.785605,-122.482905,4.19,8.86,7.0,7.0,,-61.57,65.0,3139.0,2020-02-20,01:00:00,,23rd & Lake ,outside 
2020-02-19 18:00:00-08:00,54.4,37.75213,-122.46557299999999,5.51,9.03,8.07,8.07,,-58.37,61.9,70777.0,2020-02-20,02:00:00,,Golden Gate Heights ,outside 
2020-02-19 19:00:00-08:00,54.4,37.774009,122.415481,5.56,10.36,8.8,8.8,,-64.17,60.9,21749.0,2020-02-20,03:00:00,,Western SoMa ,Outside 
2020-02-19 20:00:00-08:00,66.6,37.740306,-122.40984099999999,5.75,12.07,10.36,10.36,,-71.27,56.83,2595.0,2020-02-20,04:00:00,,Ski Bernal ,outside 
2020-02-19 21:00:00-08:00,60.6,37.7333,-122.429299,5.54,13.54,10.79,10.79,,-58.43,59.97,22682.0,2020-02-20,05:00:00,,Castle Bosworth ,outside 
2020-02-19 22:00:00-08:00,43.97,37.773392,-122.43327,5.42,9.98,8.59,8.59,,-68.43,59.0,20270.03,2020-02-20,06:00:00,,Oak Yard ,outside 
2020-02-19 23:00:00-08:00,61.8,37.760821,-122.497421,4.5,10.23,8.51,8.51,,-52.7,55.0,4995.0,2020-02-20,07:00:00,,Outer Sunset - 38th Ave ,outside 
2020-02-20 00:00:00-08:00,48.5,37.774009,122.415481,4.44,8.71,7.36,7.36,,-62.83,59.7,65.0,2020-02-20,08:00:00,,Western SoMa ,Outside 
2020-02-20 01:00:00-08:00,62.3,37.760821,-122.497421,4.62,9.83,8.11,8.11,,-52.03,54.37,5115.0,2020-02-20,09:00:00,,Outer Sunset - 38th Ave ,outside 
2020-02-20 02:00:00-08:00,67.4,37.727140000000006,-122.44277,4.88,10.39,8.37,8.37,,-35.4,51.87,54013.0,2020-02-20,10:00:00,,By Balboa Park Pool ,outside 
2020-02-20 03:00:00-08:00,67.17,37.756303,-122.42136599999999,5.64,11.49,9.34,9.34,,-78.4,53.13,22891.0,2020-02-20,11:00:00,,Hill St - Valencia ,outside 
2020-02-20 04:00:00-08:00,54.2,37.771674,-122.387125,9.55,19.34,14.9,14.9,,-65.4,60.97,35567.0,2020-02-20,12:00:00,,Radiance ,outside 
2020-02-20 05:00:00-08:00,55.97,37.795219,-122.43264099999999,6.6,10.79,9.43,9.43,,-73.17,59.73,17591.0,2020-02-20,13:00:00,,The Hamlin School - Science Labs ,outside 
2020-02-20 06:00:00-08:00,72.58,37.760146999999996,-122.50144499999999,6.56,14.35,11.99,11.99,,-85.0,52.5,684.5,2020-02-20,14:00:00,,judah_42_v2 ,outside 
2020-02-20 07:00:00-08:00,63.77,37.759478,-122.38942,11.35,21.65,18.34,18.34,,-52.13,57.63,5447.0,2020-02-20,15:00:00,,Dogpatch_Digs_SFAQ25 ,outside 
2020-02-20 08:00:00-08:00,100.0,37.794771000000004,-122.432644,7.48,13.75,12.07,12.07,,-83.2,57.7,5521.0,2020-02-20,16:00:00,,The Hamlin School - Broadway ,outside 
2020-02-20 09:00:00-08:00,63.03,37.780317,-122.49713999999999,7.29,12.59,11.04,11.04,,-70.33,68.03,24941.0,2020-02-20,17:00:00,,36th and Shore View ,outside 
2020-02-20 10:00:00-08:00,50.47,37.759784,-122.40821899999999,13.3,22.3,21.21,21.23,,-77.4,65.47,5624.0,2020-02-20,18:00:00,,Hampshire hambone ,outside 
2020-02-20 11:00:00-08:00,57.8,37.757645000000004,122.44283999999999,13.5,22.48,20.68,20.68,,-65.0,66.43,29047.0,2020-02-20,19:00:00,,25 Short Street _ Kite Hill ,exterior 
2020-02-20 12:00:00-08:00,43.07,37.751396,-122.436945,15.62,27.97,25.41,25.43,,-69.33,67.7,29349.0,2020-02-20,20:00:00,,24th and Diamond ,outside 
2020-02-20 13:00:00-08:00,25.83,37.774009,122.415481,14.2,22.46,20.74,20.74,,-61.53,75.47,845.0,2020-02-20,21:00:00,,Western SoMa ,Outside 
2020-02-20 14:00:00-08:00,22.93,37.775090000000006,-122.433174,9.65,15.77,15.02,15.02,,-53.77,78.23,53759.0,2020-02-20,22:00:00,,Alamo Square ,outside 
2020-02-20 15:00:00-08:00,52.97,37.788548,-122.488731,5.92,12.68,9.84,9.84,,-88.93,65.1,29095.0,2020-02-20,23:00:00,,Sea Cliff Avenue ,outside 
2020-02-20 16:00:00-08:00,30.7,37.773392,-122.43327,10.42,16.33,15.01,15.01,,-70.9,73.57,21350.0,2020-02-21,00:00:00,,Oak Yard ,outside 
2020-02-20 17:00:00-08:00,49.93,37.747248,-122.48593799999999,9.04,15.82,13.29,13.29,,-56.73,62.67,44738.0,2020-02-21,01:00:00,,Sunset Reservoir ,outside 
2020-02-20 18:00:00-08:00,43.1,37.758148,-122.50766499999999,1.9,3.52,3.03,3.03,,-75.17,72.07,1685.0,2020-02-21,02:00:00,,Outer Sunset- Ocean Beach at Kirkham ,outside 
2020-02-20 19:00:00-08:00,41.57,37.762306,-122.454752,8.74,14.12,13.05,13.05,,-67.87,64.0,40781.0,2020-02-21,03:00:00,,Edgewood ,outside 
2020-02-20 20:00:00-08:00,62.7,37.728475,-122.458774,8.84,15.2,13.13,13.13,,-78.27,62.23,25792.0,2020-02-21,04:00:00,,"Westwood Park, San Fran., CA ",outside 
2020-02-20 21:00:00-08:00,,37.750941,122.42031200000001,11.43,22.06,18.63,18.63,1017.29,,,19445.33,2020-02-21,05:00:00,,Synergy School ,outside B 
2020-02-20 22:00:00-08:00,28.03,37.790083,-122.42756200000001,2.09,4.04,3.41,3.41,,-77.7,78.0,19085.0,2020-02-21,06:00:00,,CalOctaviaOutside ,outside 
2020-02-20 23:00:00-08:00,50.57,37.760915999999995,-122.45215900000001,7.13,12.47,11.04,11.04,,-77.97,57.93,29747.0,2020-02-21,07:00:00,,Cole Valley ,outside 
2020-02-21 00:00:00-08:00,54.4,37.747248,-122.48593799999999,11.77,19.43,17.05,17.05,,-54.73,55.9,45158.0,2020-02-21,08:00:00,,Sunset Reservoir ,outside 
2020-02-21 01:00:00-08:00,85.97,37.74154,-122.415075,13.69,21.52,20.23,20.23,,-55.97,61.73,30787.0,2020-02-21,09:00:00,,Bernal Heights ,outside 
2020-02-21 02:00:00-08:00,46.93,37.743789,-122.43354099999999,11.26,16.02,15.17,15.17,,-64.6,61.0,43219.0,2020-02-21,10:00:00,,Upper Noe Valley ,outside 
2020-02-21 03:00:00-08:00,49.37,37.742312,-122.43093999999999,10.74,16.78,15.63,15.64,,-52.4,61.27,9543.0,2020-02-21,11:00:00,,South Noe ,outside 
2020-02-21 04:00:00-08:00,50.7,37.75884,-122.390794,13.93,20.78,19.76,19.76,,-59.43,59.43,52041.0,2020-02-21,12:00:00,,Dogpatch2 ,outside 
2020-02-21 05:00:00-08:00,55.63,37.765603999999996,-122.441907,10.38,18.29,16.11,16.11,,-78.6,57.43,12009.0,2020-02-21,13:00:00,,Buena Vista ,outside 
2020-02-21 06:00:00-08:00,48.97,37.787307,-122.417252,20.23,28.68,26.69,26.74,,-67.8,62.97,5115.0,2020-02-21,14:00:00,,930 Post ,outside 
2020-02-21 07:00:00-08:00,55.73,37.770439,-122.41462299999999,13.98,21.17,18.48,18.48,,-61.2,60.07,19835.0,2020-02-21,15:00:00,,Isis St ,outside 
2020-02-21 08:00:00-08:00,39.93,37.765603999999996,-122.441907,8.39,14.0,12.46,12.46,,-79.77,69.1,12189.0,2020-02-21,16:00:00,,Buena Vista ,outside 
2020-02-21 09:00:00-08:00,35.83,37.727140000000006,-122.44277,8.41,14.24,12.76,12.76,,-36.17,69.37,55873.0,2020-02-21,17:00:00,,By Balboa Park Pool ,outside 
2020-02-21 10:00:00-08:00,20.63,37.745022,-122.43045500000001,6.31,10.54,9.52,9.48,,-67.7,86.6,40083.0,2020-02-21,18:00:00,,Upper Noe Outside ,outside 
2020-02-21 11:00:00-08:00,24.97,37.757838,-122.41958000000001,36.88,51.11,37.43,49.64,,-46.97,70.77,24149.0,2020-02-21,19:00:00,,San Carlos St. ,outside 
2020-02-21 12:00:00-08:00,8.7,37.782088,-122.38976100000001,7.51,11.8,10.44,10.44,,-56.77,95.17,63928.0,2020-02-21,20:00:00,,South Beach Marina Apts ,outside 
2020-02-21 13:00:00-08:00,25.03,37.788969,-122.39138700000001,5.94,9.7,8.32,8.32,,-72.07,74.03,97.0,2020-02-21,21:00:00,,South Beach ,outside 
2020-02-21 14:00:00-08:00,30.43,37.742314,-122.473698,7.96,11.94,11.53,11.53,,-72.23,76.13,2937.0,2020-02-21,22:00:00,,Taraval 17th ,outside 
2020-02-21 15:00:00-08:00,43.23,37.760821,-122.497421,7.1,12.9,11.24,11.24,,-50.53,68.77,7395.0,2020-02-21,23:00:00,,Outer Sunset - 38th Ave ,outside 
2020-02-21 16:00:00-08:00,,37.750941,122.42031200000001,5.73,10.03,8.72,8.72,1011.71,,,19438.57,2020-02-22,00:00:00,,Synergy School ,outside B 
2020-02-21 17:00:00-08:00,30.23,37.759338,-122.425023,6.55,10.89,9.7,9.7,,-68.33,71.37,23671.0,2020-02-22,01:00:00,,66 Cumberland Street ,outside 
2020-02-21 18:00:00-08:00,54.83,37.832287,-122.535234,9.59,25.43,19.21,19.21,,-82.43,67.47,28955.0,2020-02-22,02:00:00,,Nature Bridge ,outside 
2020-02-21 19:00:00-08:00,26.63,37.788969,-122.39138700000001,5.69,9.2,8.0,8.0,,-70.57,74.13,457.0,2020-02-22,03:00:00,,South Beach ,outside 
2020-02-21 20:00:00-08:00,43.63,37.78905,-122.448503,8.08,16.24,13.23,13.23,,-73.97,63.7,36608.0,2020-02-22,04:00:00,,Presidio Heights ,outside 
2020-02-21 21:00:00-08:00,58.43,37.788548,-122.488731,12.88,38.15,27.17,27.53,,-87.93,61.13,30895.0,2020-02-22,05:00:00,,Sea Cliff Avenue ,outside 
2020-02-21 22:00:00-08:00,44.67,37.736153,-122.457618,7.32,16.08,13.71,13.71,,-69.67,65.7,7521.0,2020-02-22,06:00:00,,Sherwood Forest -- Lansdale Drive ,outside 
2020-02-21 23:00:00-08:00,100.0,37.780317,-122.49713999999999,9.04,28.02,19.2,19.2,,-70.83,55.87,27221.0,2020-02-22,07:00:00,,36th and Shore View ,outside 
2020-02-22 00:00:00-08:00,47.67,37.742312,-122.43093999999999,6.59,12.42,10.79,10.79,,-53.17,65.0,10803.0,2020-02-22,08:00:00,,South Noe ,outside 
2020-02-22 01:00:00-08:00,57.6,37.7333,-122.429299,8.47,22.66,17.64,17.64,,-58.0,62.93,25802.0,2020-02-22,09:00:00,,Castle Bosworth ,outside 
2020-02-22 02:00:00-08:00,63.0,37.760821,-122.497421,9.19,23.86,18.95,18.95,,-53.7,58.7,8055.0,2020-02-22,10:00:00,,Outer Sunset - 38th Ave ,outside 
2020-02-22 03:00:00-08:00,,37.757645000000004,122.44283999999999,7.1,14.42,11.86,11.86,681.72,,,19163.47,2020-02-22,11:00:00,,25 Short Street _ Kite Hill ,exterior B 
2020-02-22 04:00:00-08:00,68.97,37.788548,-122.488731,12.97,43.1,29.45,29.68,,-89.57,58.87,31316.0,2020-02-22,12:00:00,,Sea Cliff Avenue ,outside 
2020-02-22 05:00:00-08:00,55.47,37.75884,-122.390794,9.16,18.57,16.4,16.4,,-62.33,61.93,53541.0,2020-02-22,13:00:00,,Dogpatch2 ,outside 
2020-02-22 06:00:00-08:00,56.23,37.758468,-122.40841999999999,7.04,16.66,13.01,13.01,,-59.67,62.0,59873.0,2020-02-22,14:00:00,,York Street ,outside 
2020-02-22 07:00:00-08:00,72.0,37.78905,-122.448503,6.43,18.16,12.91,12.91,,-74.4,54.77,37268.0,2020-02-22,15:00:00,,Presidio Heights ,outside 
2020-02-22 08:00:00-08:00,100.0,37.794771000000004,-122.432644,6.94,18.19,13.7,13.7,,-83.43,57.37,8401.0,2020-02-22,16:00:00,,The Hamlin School - Broadway ,outside 
2020-02-22 09:00:00-08:00,64.53,37.734378,-122.444018,6.59,13.05,10.91,10.91,,-65.43,61.1,8633.0,2020-02-22,17:00:00,,Miraloma _ Glen Park ,outside 
2020-02-22 10:00:00-08:00,52.8,37.777259,-122.425298,8.48,20.42,16.62,16.62,,-74.03,65.23,21748.0,2020-02-22,18:00:00,,Grove Street ,outside 
2020-02-22 11:00:00-08:00,,37.783122,122.44283999999999,5.24,12.67,10.15,10.15,1014.65,,,19330.13,2020-02-22,19:00:00,,Civic Center,ish B 
2020-02-22 12:00:00-08:00,88.4,37.74154,-122.415075,4.3,11.67,9.04,9.04,,-55.4,68.23,32887.0,2020-02-22,20:00:00,,Bernal Heights ,outside 
2020-02-22 13:00:00-08:00,18.37,37.722417,-122.439245,10.96,16.56,16.02,16.02,,-81.13,89.77,70801.0,2020-02-22,21:00:00,,#SFAQ10 ,outside 
2020-02-22 14:00:00-08:00,42.83,37.769415,-122.435321,6.49,15.65,10.32,10.48,,-73.93,67.6,11517.0,2020-02-22,22:00:00,,27 Scott ,outside 
2020-02-22 15:00:00-08:00,49.47,37.787307,-122.417252,5.74,11.15,9.5,9.5,,-66.77,62.77,7095.0,2020-02-22,23:00:00,,930 Post ,outside 
2020-02-22 16:00:00-08:00,58.0,37.788969,-122.39138700000001,5.27,12.82,9.34,9.34,,-71.33,61.7,1717.0,2020-02-23,00:00:00,,South Beach ,outside 
2020-02-22 17:00:00-08:00,62.53,37.749031,-122.44264299999999,3.75,13.93,9.02,9.02,,-76.53,57.93,31133.0,2020-02-23,01:00:00,,Upper Noe Valley ,outside 
2020-02-22 18:00:00-08:00,62.2,37.770439,-122.41462299999999,9.88,19.46,14.88,15.02,,-61.87,58.97,21935.0,2020-02-23,02:00:00,,Isis St ,outside 
2020-02-22 19:00:00-08:00,65.93,37.78905,-122.448503,3.98,12.29,8.51,8.51,,-75.73,54.2,37988.0,2020-02-23,03:00:00,,Presidio Heights ,outside 
2020-02-22 20:00:00-08:00,56.3,37.751262,-122.40805900000001,3.76,13.39,8.66,8.66,,-70.6,59.83,43879.0,2020-02-23,04:00:00,,46 Hours ,outside 
2020-02-22 21:00:00-08:00,68.77,37.727878000000004,-122.46308799999998,2.69,8.64,6.21,6.21,,-71.13,54.0,33551.0,2020-02-23,05:00:00,,Mt. Davidson Manor ,outside 
2020-02-22 22:00:00-08:00,41.0,37.758148,-122.50766499999999,1.67,3.29,2.88,2.88,,-74.07,73.2,4805.0,2020-02-23,06:00:00,,Outer Sunset- Ocean Beach at Kirkham ,outside 
2020-02-22 23:00:00-08:00,,37.750941,122.42031200000001,,,,,,,,,2020-02-23,07:00:00,,Synergy School ,outside B 
2020-02-23 00:00:00-08:00,60.6,37.788969,-122.39138700000001,3.28,9.9,6.79,6.79,,-70.1,60.0,233.0,2020-02-23,08:00:00,,South Beach ,outside 
2020-02-23 01:00:00-08:00,100.0,37.744865000000004,-122.420984,1.73,5.68,3.73,3.73,,-56.53,57.6,29445.0,2020-02-23,09:00:00,,La Lengua Air Station Alpha ,outside 
2020-02-23 02:00:00-08:00,65.0,37.759568,-122.404022,0.96,4.66,3.13,3.13,,-77.07,54.7,26075.0,2020-02-23,10:00:00,,Potrero Hill ,outside 
2020-02-23 03:00:00-08:00,70.53,37.737297999999996,-122.436299,0.68,2.05,1.7,1.7,,-78.8,51.63,53627.0,2020-02-23,11:00:00,,CONRAD ,outside 
2020-02-23 04:00:00-08:00,63.47,37.761385,-122.43946299999999,0.88,3.7,2.3,2.3,,-57.67,54.97,26581.0,2020-02-23,12:00:00,,Castro ,outside 
2020-02-23 05:00:00-08:00,66.83,37.788548,-122.488731,1.7,9.51,4.76,4.76,,-75.1,56.0,32816.0,2020-02-23,13:00:00,,Sea Cliff Avenue ,outside 
2020-02-23 06:00:00-08:00,,37.737107,-122.46551200000002,1.26,5.31,3.07,3.07,,-80.33,,4404.0,2020-02-23,14:00:00,,St Francis Wood ,outside 
2020-02-23 07:00:00-08:00,100.0,37.751396,-122.436945,4.61,8.82,6.6,6.6,,-86.43,54.17,33369.0,2020-02-23,15:00:00,,24th and Diamond ,outside 
2020-02-23 08:00:00-08:00,67.67,37.742314,-122.473698,1.52,4.8,3.96,3.96,,-71.6,54.07,5457.0,2020-02-23,16:00:00,,Taraval 17th ,outside 
2020-02-23 09:00:00-08:00,57.8,37.775090000000006,-122.433174,1.54,5.3,4.09,4.09,,-52.83,58.93,2881.0,2020-02-23,17:00:00,,Alamo Square ,outside 
2020-02-23 10:00:00-08:00,93.0,37.772098,-122.442392,1.99,4.94,3.48,3.48,,-73.77,74.0,1633.0,2020-02-23,18:00:00,,Lyon and Page ,outside 
2020-02-23 11:00:00-08:00,,37.737107,-122.46551200000002,1.21,5.15,3.05,3.05,,-79.87,,4704.0,2020-02-23,19:00:00,,St Francis Wood ,outside 
2020-02-23 12:00:00-08:00,45.37,37.773831,-122.44280400000001,1.14,3.89,2.67,2.67,,-65.07,69.0,6343.0,2020-02-23,20:00:00,,Lyon St Outside ,outside 
2020-02-23 13:00:00-08:00,42.6,37.753377,-122.44367,0.32,2.34,1.38,1.38,,-67.93,68.57,5445.0,2020-02-23,21:00:00,,BRSKBV-Outside ,outside 
2020-02-23 14:00:00-08:00,50.43,37.750941,122.42031200000001,0.6,6.35,2.9,2.9,,-84.23,65.47,579.0,2020-02-23,22:00:00,,Synergy School ,outside 
2020-02-23 15:00:00-08:00,34.87,37.740306,-122.40984099999999,0.34,2.34,1.48,1.48,,-70.97,77.53,8055.0,2020-02-23,23:00:00,,Ski Bernal ,outside 
2020-02-23 16:00:00-08:00,53.43,37.780077,-122.43989499999999,0.97,6.0,3.22,3.22,,-59.1,62.53,28979.0,2020-02-24,00:00:00,,Western Addition ,outside 
2020-02-23 17:00:00-08:00,56.77,37.770439,-122.41462299999999,2.51,6.31,4.49,4.49,,-60.63,63.77,23315.0,2020-02-24,01:00:00,,Isis St ,outside 
2020-02-23 18:00:00-08:00,100.0,37.751396,-122.436945,2.04,6.62,4.37,4.37,,-89.13,58.5,34029.0,2020-02-24,02:00:00,,24th and Diamond ,outside 
2020-02-23 19:00:00-08:00,60.4,37.828848,-122.377455,2.76,5.83,4.92,4.92,,-54.33,60.17,39645.0,2020-02-24,03:00:00,,Treasure Island Housing Units ,outside 
2020-02-23 20:00:00-08:00,76.93,37.747248,-122.48593799999999,2.94,11.03,6.46,6.46,,-54.43,53.63,49238.0,2020-02-24,04:00:00,,Sunset Reservoir ,outside 
2020-02-23 21:00:00-08:00,65.03,37.746178,-122.42139099999999,4.32,9.23,7.44,7.44,,-57.83,58.6,757.0,2020-02-24,05:00:00,,La Lengua Air Station Zebra ,outside 
2020-02-23 22:00:00-08:00,73.0,37.734378,-122.444018,3.39,6.8,5.66,5.66,,-71.93,55.0,10853.0,2020-02-24,06:00:00,,Miraloma _ Glen Park ,outside 
2020-02-23 23:00:00-08:00,100.0,37.751396,-122.436945,9.36,13.32,11.37,11.6,,-86.9,53.73,34329.0,2020-02-24,07:00:00,,24th and Diamond ,outside 
2020-02-24 00:00:00-08:00,69.1,37.742314,-122.473698,2.88,7.94,6.75,6.75,,-71.3,53.17,6417.0,2020-02-24,08:00:00,,Taraval 17th ,outside 
2020-02-24 01:00:00-08:00,70.0,37.788548,-122.488731,3.58,12.8,8.62,8.62,,-75.47,54.07,34014.0,2020-02-24,09:00:00,,Sea Cliff Avenue ,outside 
